Texture,Description,Elevation,Annual_Rainfall,Hydrology_Category,Hydrology_Category_Original,Raw_Hydrology,Flood_Risk_Index,Runoff_Index,Cluster,PC1_PCA,PC2_PCA,TSNE1,TSNE2
Coarse loamy,Brown Earth: Well drained mineral soils,-0.8011858809399484,-0.334829728091333,Well Drained,Well Drained,0,0.46635615284861537,3.8011858809399484,0,4.626980794537552,0.5212871955667441,55.945496,30.801489
Fine loamy,Luvisol: Well drained mineral soils,0.10070529520323944,-0.9374929219064705,Well Drained,Well Drained,0,-1.03819821710971,2.8992947047967608,0,3.9434102256416184,-1.0906088065023665,28.113718,-73.34605
Fine loamy,Surface-water Gley: Poorly drained mineral soil,-0.02202396596980367,0.4552646025562636,Poorly Drained,Poorly Drained,6,0.47728856852606727,-2.9779760340301964,1,-4.4258254525919405,0.5754769399164096,-68.76483,24.167816
Peat,Peat soils,0.32477064358338215,2.7015546885945034,Poorly Drained,Poorly Drained,6,2.3767840450111213,-3.324770643583382,1,-4.674703894080807,2.1912932188423855,-93.110596,21.452333
Peat,Peat soils,0.07255638209015616,0.0429161015248537,Peat,Peat,4,-0.029640280565302463,-1.0725563820901562,2,-1.6762640779941027,0.003375063687438451,-3.135255,1.4547782
Peat,Peat soils,-0.4724065757791359,-0.12721369959999373,Peat,Peat,4,0.3451928761791422,-0.5275934242208641,2,-1.2662317506932916,0.495333488749261,3.8236375,19.353186
Fine loamy,Brown Earth: Well drained mineral soils,0.05454107769778278,-0.3377132840426016,Well Drained,Well Drained,0,-0.39225436174038436,2.945458922302217,0,3.981606328082462,-0.4948243291182655,38.673824,-32.743668
Coarse loamy,Groundwater Gley: Poorly drained mineral soil,0.0027470775697096355,1.36935183910841,Poorly Drained,Poorly Drained,6,1.3666047615387005,-3.0027470775697096,1,-4.439354519371111,1.3708083184153268,-86.53653,16.713015
Coarse loamy,Brown Earth: Well drained mineral soils,-0.5973877500012256,-0.7212262255613255,Well Drained,Well Drained,0,-0.12383847556009997,3.5973877500012255,0,4.471105674013943,-0.06868682446066765,72.32728,0.8223381
Fine loamy,Surface-water Gley: Poorly drained mineral soil,1.6669108208151926,-0.28580927691976676,Poorly Drained,Poorly Drained,6,-1.9527200977349595,-4.666910820815192,3,-5.703735913655571,-2.0934527291697247,-68.67191,-52.67459
Fine loamy,Luvisol: Well drained mineral soils,1.7637430819241986,-0.4674733018496886,Poorly Drained,Poorly Drained,6,-2.231216383773887,-4.763743081924199,3,-5.777787260026738,-2.3720327644610117,-68.62088,-54.988346
Loamy,Podzols: Well drained acid mineral soil,-0.9430564030298881,0.9310513345155828,Poorly Drained,Poorly Drained,6,1.8741077375454709,-2.056943596970112,1,-3.7285343928582577,2.095578348764721,-89.34914,35.071156
Coarse loamy,Brown Earth: Well drained mineral soils,-0.25960079264422636,-0.08107680437969614,Well Drained,Well Drained,0,0.17852398826453023,3.2596007926442265,0,4.2199672849712355,0.10877244906949379,45.49077,5.3601727
Fine loamy,Surface-water Gley: Poorly drained mineral soil,-0.40935301040582933,-1.0730200516160948,Poorly Drained,Poorly Drained,6,-0.6636670412102654,-2.5906469895941706,1,-4.14233029343849,-0.3445619245719057,-32.647705,-10.867075
Peat,Peat soils,-0.6255366631143089,2.880335157573157,Poorly Drained,Poorly Drained,6,3.5058718206874655,-2.3744633368856913,1,-3.9570088993140233,3.4781146829188487,-97.02991,27.49417
Fine loamy,Surface-water Gley: Poorly drained mineral soil,1.7277124731394522,-0.27139149716342376,Poorly Drained,Poorly Drained,6,-1.999103970302876,-4.727712473139452,3,-5.749509045566301,-2.1524578743046856,-68.89497,-53.202534
Fine loamy,Brown Earth: Well drained mineral soils,-0.5354601411524423,-0.27427505311469236,Well Drained,Well Drained,0,0.26118508803775,3.5354601411524422,0,4.426921409513391,0.2611967802212999,53.33035,18.812325
Peat,Peat soils,-0.019772052920756976,0.22746368240604414,Well Drained,Well Drained,0,0.24723573532680113,3.019772052920757,0,4.040836277271519,0.10308150915036018,38.878967,5.3634343
Fine loamy,Brown Earth: Well drained mineral soils,0.18177416496891927,-0.44152129828827125,Well Drained,Well Drained,0,-0.6232954632571905,2.8182258350310807,0,3.885066626171678,-0.739170625418837,33.777855,-48.85802
Peat,Peat soils,-0.8980181420489549,0.5590726168019332,Peat,Peat,4,1.4570907588508881,-0.10198185795104509,2,-0.9413826255427054,1.6185741191996112,-3.4050858,43.800724
Coarse loamy,Brown Podzolic: Well drained acid mineral soil,-0.06143244432812024,0.32262102879790794,Poorly Drained,Poorly Drained,6,0.38405347312602817,-2.9385675556718795,1,-4.396852668946067,0.5024835677057918,-66.887764,23.044758
Peat,Peat soils,-0.4510134018131926,-0.07242613652589033,Poorly Drained,Poorly Drained,6,0.37858726528730224,-2.5489865981868074,1,-4.105271578567534,0.607494301944043,-56.678642,26.657606
Loamy,Podzols: Well drained acid mineral soil,-0.6334183587859722,4.1692846677902216,Poorly Drained,Poorly Drained,6,4.802703026576194,-2.3665816412140277,1,-3.94379950210876,4.6503121445113935,-99.216354,26.838652
Peat,Lithosols: Stony mineral soils often overlying bedrock,4.388347740588083,1.2770780486678148,Poorly Drained,Poorly Drained,6,-3.111269691920268,-7.388347740588083,3,-7.747335472399294,-3.906678077151533,-62.511913,-65.181786
Fine loamy,Brown Earth: Well drained mineral soils,-0.5636090542655257,-0.28869283287103537,Well Drained,Well Drained,0,0.2749162213944903,3.563609054265526,0,4.448069030666104,0.28152851583673855,53.30413,19.740168
Fine loamy,Surface-water Gley: Poorly drained mineral soil,1.0577683410480703,0.23899790621111855,Poorly Drained,Poorly Drained,6,-0.8187704348369518,-4.05776834104807,1,-5.241384630170055,-0.8985238637500538,-72.26684,-32.491066
Fine loamy,Luvisol: Well drained mineral soils,0.28311025217601904,-0.7356440053176685,Poorly Drained,Poorly Drained,6,-1.0187542574936876,-3.283110252176019,1,-4.66265929471336,-0.8603315133381911,-51.112804,-35.838936
Loamy,Brown Podzolic: Well drained acid mineral soil,-0.15488683586355664,-0.11567947579491934,Poorly Drained,Poorly Drained,6,0.0392073600686373,-2.8451131641364436,1,-4.328843288771807,0.2177442530110948,-60.122734,6.9302335
Fine loamy,Luvisol: Well drained mineral soils,-0.7820446200230519,-0.40691862687304803,Well Drained,Well Drained,0,0.37512599315000383,3.782044620023052,0,4.612138813141168,0.43357952358282603,57.347065,27.780338
Fine loamy,Luvisol: Well drained mineral soils,-0.19767318379544319,-0.6866235541461023,Poorly Drained,Poorly Drained,6,-0.48895037035065914,-2.8023268162045567,1,-4.299793568422068,-0.24667370153428225,-48.214874,-9.513638
Peat,Peat soils,0.7120996880194079,1.6923101056504932,Peat,Peat,4,0.9802104176310853,-1.712099688019408,2,-2.1492874324376565,0.7339574271690591,-18.779095,25.472519
All,River alluvium,-0.09858900963739012,-0.16469992696648555,AlluvMIN,AlluvMIN,2,-0.06611091732909544,1.09858900963739,0,1.2748520023727448,-0.06930004358979824,11.073489,59.672234
Peat,Peat soils,-0.4048491843077361,-1.1191569468363924,Peat,Peat,4,-0.7143077625286564,-0.5951508156922639,2,-1.3227722826029134,-0.47959030589995744,14.042326,-20.276497
Fine loamy,Luvisol: Well drained mineral soils,-0.02202396596980367,-0.5251444208750606,Well Drained,Well Drained,0,-0.5031204549052569,3.0220239659698036,0,4.038292428419087,-0.5732381884112652,42.85255,-35.41312
Peat,Peat soils,-0.7223689242233152,-0.7558288969765486,Peat,Peat,4,-0.033459972753233425,-0.2776310757766848,2,-1.0812624800887891,0.22426200768770344,17.181751,11.272206
Peat,Lithosols: Stony mineral soils often overlying bedrock,3.4166472599244484,-0.15893281506394835,Poorly Drained,Poorly Drained,6,-3.575580074988397,-6.416647259924448,3,-7.022608474668244,-4.051348840483626,-63.221912,-62.83798
All,River alluvium,-0.398093445160596,-1.0268831563957972,AlluvMIN,AlluvMIN,2,-0.6287897112352012,1.398093445160596,0,1.4958675844910416,-0.4924146779070333,20.499813,54.106197
Peat,Lithosols: Stony mineral soils often overlying bedrock,0.3844463393831188,1.5250638604769144,Poorly Drained,Poorly Drained,6,1.1406175210937957,-3.3844463393831186,1,-4.72634056031362,1.0592095304290363,-85.47789,8.343929
Fine loamy,Brown Earth: Well drained mineral soils,-0.43074618437177264,-0.21372037813805175,Well Drained,Well Drained,0,0.2170258062337209,3.4307461843717726,0,4.3482912671925575,0.1918062807824673,50.739273,12.5541935
Peat,Peat soils,-0.5737426629862357,-0.7933151243430405,Well Drained,Well Drained,0,-0.21957246135680486,3.573742662986236,0,4.4528670704440385,-0.16172875982658874,75.06464,-4.7747965
Loamy,Brown Podzolic: Well drained acid mineral soil,-0.8721211419849183,-0.4040350709217794,Poorly Drained,Poorly Drained,6,0.4680860710631389,-2.1278788580150816,1,-3.7895565562745084,0.8070774861534727,-46.799534,41.338734
Loamy,Podzols: Well drained acid mineral soil,0.8359549057169743,0.27360057762634177,Poorly Drained,Poorly Drained,6,-0.5623543280906325,-3.8359549057169744,1,-5.073905946287928,-0.6045936069334058,-69.75882,-27.344194
Fine loamy,Luvisol: Well drained mineral soils,-0.17065022720688336,0.0400325455735851,Poorly Drained,Poorly Drained,6,0.21068277278046846,-2.8293497727931167,1,-4.316077422901207,0.3768942084865804,-63.16415,16.696022
Fine loamy,Brown Podzolic: Well drained acid mineral soil,1.9022357344405685,0.0688681050862711,Well Drained,Well Drained,0,-1.8333676293542973,1.0977642655594315,0,2.590433822972371,-2.3163969048623634,-12.13036,-73.0978
Fine loamy,Luvisol: Well drained mineral soils,-0.6199068804916922,-1.338307199132806,Well Drained,Well Drained,0,-0.7184003186411138,3.6199068804916923,0,4.484610538801131,-0.5987326778957178,86.166626,-33.087296
Coarse loamy,Brown Earth: Well drained mineral soils,-0.5140669671864991,-0.40691862687304803,Poorly Drained,Poorly Drained,6,0.10714834031345111,-2.485933032813501,1,-4.059604272555678,0.38040206517980824,-47.543396,20.13199
Fine loamy,Surface-water Gley: Poorly drained mineral soil,0.3709348610888386,-0.043590577013204325,Poorly Drained,Poorly Drained,6,-0.41452543810204295,-3.3709348610888386,1,-4.7249925903713,-0.33999394422736484,-63.689304,-19.704529
Peat,Peat soils,3.722907434594794,2.5862124505437594,Peat,Peat,4,-1.1366949840510348,-4.722907434594794,3,-4.414890774664855,-2.0255381913310084,-16.563904,-35.03713
Peat,Peat soils,1.2863375155263066,3.4801147954370255,Peat,Peat,4,2.193777279910719,-2.2863375155263066,2,-2.572279598020038,1.6667577507017022,-23.086332,31.544523
Peat,Peat soils,-0.9205372725394215,1.8364879032139234,Well Drained,Well Drained,0,2.757025175753345,3.9205372725394216,0,4.729230157362686,2.6215611998152224,32.54797,75.99562
Fine loamy,Surface-water Gley: Poorly drained mineral soil,-0.3744483581456061,0.0025463182070932884,Poorly Drained,Poorly Drained,6,0.3769946763526994,-2.625551641854394,1,-4.162591564872085,0.584450359164811,-58.484848,25.458073
Coarse loamy,Brown Earth: Well drained mineral soils,-1.0669116207274545,1.9950834805336963,Poorly Drained,Poorly Drained,6,3.061995101261151,-1.9330883792725455,1,-3.6291297466207144,3.202217488299383,-95.56604,28.979073
Fine loamy,Surface-water Gley: Poorly drained mineral soil,-1.2617020994699906,-0.27427505311469236,Poorly Drained,Poorly Drained,6,0.9874270463552982,-1.7382979005300094,1,-3.4950173313789925,1.3855579633954718,-53.81196,57.48396
Fine loamy,Luvisol: Well drained mineral soils,0.18965586064058246,-0.8654040231247555,Well Drained,Well Drained,0,-1.055059883765338,2.8103441393594175,0,3.8767332748735317,-1.130923455686523,26.127579,-72.20631
Fine loamy,Luvisol: Well drained mineral soils,-0.22694805343304988,-0.6145346553643872,Well Drained,Well Drained,0,-0.3875866019313373,3.2269480534330497,0,4.192334879237163,-0.4111751497670252,54.723564,-26.393484
Coarse loamy,Brown Earth: Well drained mineral soils,-0.49492570626960253,-0.17046703886902276,Well Drained,Well Drained,0,0.32445866740057977,3.4949257062696026,0,4.396936935460569,0.30684176554225495,48.695065,17.846043
Loamy,Surface-water Gley: Poorly drained mineral soil,-0.2089327490406765,-0.666438662487222,Poorly Drained,Poorly Drained,6,-0.45750591344654556,-2.7910672509593235,1,-4.29118823858377,-0.21512766834836106,-48.33621,-8.554747
Fine loamy,Surface-water Gley: Poorly drained mineral soil,-0.3643147494248961,0.5994424001196936,Poorly Drained,Poorly Drained,6,0.9637571495445898,-2.635685250575104,1,-4.166869493086594,1.1109550621694568,-68.169205,37.64313
Fine loamy,Luvisol: Well drained mineral soils,-0.014142270298140323,-0.6577879946334163,Well Drained,Well Drained,0,-0.643645724335276,3.0141422702981404,0,4.031600679243003,-0.7022413261329157,43.3823,-48.980003
Fine loamy,Surface-water Gley: Poorly drained mineral soil,-0.05017287908288694,-1.0009311528343798,Poorly Drained,Poorly Drained,6,-0.9507582737514929,-2.949827120917113,1,-4.4128045746177555,-0.70493237667625,-38.24038,-31.600023
All,Lake alluvium,-0.5737426629862357,-1.3152387515226571,Well Drained,Well Drained,0,-0.7414960885364215,3.573742662986236,0,4.4499251894134115,-0.6325970207259202,86.023125,-34.223526
Coarse loamy,Brown Earth: Well drained mineral soils,-0.8034377939889952,0.5302370572892472,Poorly Drained,Poorly Drained,6,1.3336748512782424,-2.196562206011005,1,-3.836088914840998,1.5686101714087726,-82.50126,41.739155
Peat,Peat soils,0.3686829480397921,0.031381877719779294,Peat,Peat,4,-0.33730107032001283,-1.3686829480397922,2,-1.8996569998484476,-0.35775868209693173,-3.842352,-4.6268253
Fine loamy,Luvisol: Well drained mineral soils,-0.29450544490444974,-1.1451089503978098,Well Drained,Well Drained,0,-0.8506035054933601,3.2945054449044497,0,4.24029357035026,-0.8098339062495583,58.21198,-64.81917
Coarse loamy,Brown Earth: Well drained mineral soils,-0.28324587965921644,-0.26274082930961795,Well Drained,Well Drained,0,0.020505050349598486,3.2832458796592165,0,4.236775581741719,-0.027116040753210058,51.427372,1.241703
Fine loamy,Brown Earth: Well drained mineral soils,0.19415968673867584,-0.017638573451786918,Well Drained,Well Drained,0,-0.21179826019046277,2.8058403132613243,0,3.8781151776889864,-0.3714219803701646,34.88394,-20.540556
Fine loamy,Groundwater Gley: Poorly drained mineral soil,-0.4037232277832127,-1.1133898349338551,Well Drained,Well Drained,0,-0.7096666071506424,3.4037232277832126,0,4.322840446408038,-0.6518617160874045,80.75479,-38.792885
Peat,Peat soils,-0.41047896693035274,-0.3405968399938702,Peat,Peat,4,0.06988212693648255,-0.5895210330696472,2,-1.3141380635696087,0.2294776915199196,5.8171406,8.742873
Coarse loamy,Brown Earth: Well drained mineral soils,-1.055652055482221,-0.3377132840426016,Well Drained,Well Drained,0,0.7179387714396195,4.055652055482221,0,4.818873693855055,0.8200715945455043,59.631344,50.051575
Coarse loamy,Brown Podzolic: Well drained acid mineral soil,0.16713673015011585,-0.3088777245299156,Well Drained,Well Drained,0,-0.47601445468003145,2.8328632698498843,0,3.8968533086080415,-0.6021660926241816,34.58615,-35.938107
Peat,Peat soils,-0.10196687921096008,-0.9086573623937846,Peat,Peat,4,-0.8066904831828245,-0.89803312078904,2,-1.5500086192680447,-0.6484113247172852,5.789703,-21.436258
Fine loamy,Brown Earth: Well drained mineral soils,-1.0871788381688745,-0.5655142041928211,Well Drained,Well Drained,0,0.5216646339760534,4.0871788381688745,0,4.841366023647486,0.6518943519706467,65.77735,38.912533
All,River alluvium,-0.9160334464413282,-0.5972333196567756,AlluvMIN,AlluvMIN,2,0.3188001267845526,1.9160334464413282,0,1.8889009039130025,0.5086464445813393,3.4483154,73.372986
Fine loamy,Brown Earth: Well drained mineral soils,-0.05918053127907355,-1.0038147087856484,Well Drained,Well Drained,0,-0.9446341775065749,3.0591805312790736,0,4.063616482615354,-0.961076544842828,46.526863,-67.54607
Fine loamy,Surface-water Gley: Poorly drained mineral soil,-0.39921940168511943,0.5014014977765612,Poorly Drained,Poorly Drained,6,0.9006208994616807,-2.6007805983148806,1,-4.141098289777957,1.0638452118298303,-67.44608,37.512985
Fine loamy,Surface-water Gley: Poorly drained mineral soil,-1.089430751217921,-0.9288422540526647,Poorly Drained,Poorly Drained,6,0.16058849716525636,-1.910569248782079,1,-3.62862767091917,0.5909859513313757,-33.489944,30.887674
Peat,Peat soils,-0.6199068804916922,0.10347077650149432,Peat,Peat,4,0.7233776569931865,-0.3800931195083078,2,-1.1536920956019585,0.8781491828631588,1.3122308,29.38477
Coarse loamy,Brown Podzolic: Well drained acid mineral soil,0.1356099474634626,1.3087971641317695,Well Drained,Well Drained,0,1.1731872166683068,2.8643900525365376,0,3.9297478696689874,0.8946052116273261,28.19939,62.088898
Loamy,"Rendzinas: Well drained shallow soils with high lime content, derived from limestone",-0.9137815333922814,-0.22813815789439476,Well Drained,Well Drained,0,0.6856433754978867,3.9137815333922816,0,4.712497727870755,0.7508986179802214,56.53917,43.914597
Peat,Peat soils,-0.6131511413445523,-0.9547942576140821,Peat,Peat,4,-0.3416431162695298,-0.3868488586554477,2,-1.1647520583552773,-0.08459614453058972,18.280968,0.02337784
Fine loamy,Brown Earth: Well drained mineral soils,-0.9453083160789348,-0.09549458413603913,Poorly Drained,Poorly Drained,6,0.8498137319428957,-2.054691683921065,1,-3.73262232291461,1.1721178512835566,-57.615265,49.469994
Peat,Peat soils,-0.6435519675066822,1.9720150329235475,Peat,Peat,4,2.6155670004302296,-0.3564480324933178,2,-1.1253275700316083,2.5919144692803706,-18.611284,49.735325
Fine loamy,Brown Earth: Well drained mineral soils,0.45763351347713527,-0.42421996258065964,Well Drained,Well Drained,0,-0.881853476057795,2.5423664865228646,0,3.677121038961742,-1.0502853649400312,17.885042,-60.08846
Fine loamy,Brown Podzolic: Well drained acid mineral soil,2.3751374747403675,-0.4011515149705108,Poorly Drained,Poorly Drained,6,-2.7762889897108782,-5.3751374747403675,3,-6.238504889895818,-3.0363249301663626,-67.02245,-59.33151
Fine loamy,Luvisol: Well drained mineral soils,-0.19316935769734997,-0.6693222184384907,Well Drained,Well Drained,0,-0.4761528607411407,3.19316935769735,0,4.166551396694982,-0.5006102851159562,53.813614,-31.895866
Sandy,Brown Earth: Well drained mineral soils,-0.24158548825185314,-0.43863774233700265,Well Drained,Well Drained,0,-0.1970522540851495,3.2415854882518533,0,4.204365363968882,-0.23514838540612704,54.900074,-15.772338
Peat,Peat soils,2.0474841261040786,0.8704966595389421,Poorly Drained,Poorly Drained,6,-1.1769874665651365,-5.047484126104079,3,-5.9842328392888025,-1.5010036610780944,-76.348755,-45.748993
Peat,Peat soils,1.4619867333519458,1.1502015868119964,Well Drained,Well Drained,0,-0.3117851465399495,1.5380132666480542,0,2.928548697817813,-0.8194168701154843,-4.9460382,-58.218674
Peat,Peat soils,-0.5312241350732723,-0.8308013517095323,Peat,Peat,4,-0.29957721663626,-0.46877586492672774,2,-1.2258395329711094,-0.0697655187902394,12.573123,-1.1693397
Fine loamy,Surface-water Gley: Poorly drained mineral soil,-0.06368435737716693,-0.40980218282431663,Poorly Drained,Poorly Drained,6,-0.3461178254471497,-2.936315642622833,1,-4.399282743394,-0.15562575512492038,-55.135162,-7.119353
Fine loamy,Luvisol: Well drained mineral soils,-0.2674824883158897,-1.1479925063490783,Well Drained,Well Drained,0,-0.8805100180331886,3.2674824883158897,0,4.219897583822784,-0.8444409686459933,55.84747,-65.53816
Peat,Peat soils,0.13786186051250932,0.7782228690983469,Peat,Peat,4,0.6403610085858376,-1.1378618605125093,2,-1.7213704604890883,0.5894061812745232,-10.987725,19.970055
All,River alluvium,-0.7066055328799887,-0.5424457565826722,Well Drained,Well Drained,0,0.16415977629731648,3.7066055328799887,0,4.554481477875932,0.22196095302671248,67.65521,18.04969
Loamy,Brown Podzolic: Well drained acid mineral soil,-0.6491817501292988,-0.41845285067812243,Well Drained,Well Drained,0,0.23072889945117636,3.6491817501292987,0,4.511873445076909,0.2658128253960689,62.038715,17.340652
Fine loamy,Luvisol: Well drained mineral soils,-0.43525001046986606,-0.055124800818278724,Poorly Drained,Poorly Drained,6,0.38012520965158736,-2.564749989530134,1,-4.117062235256711,0.6044332727335296,-57.056587,26.422049
Coarse loamy,Brown Earth: Well drained mineral soils,-0.48591805407341593,-0.3377132840426016,Well Drained,Well Drained,0,0.14820477003081434,3.485918054073416,0,4.38920098890482,0.14528727672210928,57.110996,10.9243145
Fine loamy,Luvisol: Well drained mineral soils,0.8956306015167109,-0.5049595292161805,Poorly Drained,Poorly Drained,6,-1.4005901307328914,-3.895630601516711,1,-5.123299631403468,-1.3776727649373206,-59.810974,-45.972103
Fine loamy,Brown Earth: Well drained mineral soils,1.0183598626897536,0.12077211220910591,Well Drained,Well Drained,0,-0.8975877504806478,1.9816401373102464,0,3.2573134872800296,-1.2227210382647586,2.9176176,-62.009876
Clayey,Surface-water Gley: Poorly drained mineral soil,-0.46452488010747256,-0.7875480124405033,Well Drained,Well Drained,0,-0.32302313233303076,3.4645248801074726,0,4.370531489708901,-0.2858816826313323,74.395424,-15.168318
All,River alluvium,-1.2121600121207345,-0.7471782291227429,AlluvMIN,AlluvMIN,2,0.46498178299799164,2.2121600121207345,0,2.111383630327555,0.7240971921983467,-2.4803276,77.65216
All,River alluvium,-0.22357018385947977,-1.0038147087856484,AlluvMIN,AlluvMIN,2,-0.7802445249261686,1.2235701838594797,0,1.3643785031580118,-0.6783055271243247,17.397913,53.23981
Peat,Peat soils,-0.9092777072941882,0.6772984108039458,Poorly Drained,Poorly Drained,6,1.586576118098134,-2.090722292705812,1,-3.7554393659590763,1.8266409482110721,-87.21127,38.57254
Coarse loamy,Brown Earth: Well drained mineral soils,0.35404551322098865,0.005429874158361889,Well Drained,Well Drained,0,-0.34861563906262677,2.6459544867790115,0,3.7576651184198955,-0.5399764735959458,27.998478,-33.02605
Peat,Peat soils,-0.26860844484041296,-0.02917279725686132,Peat,Peat,4,0.23943564758355165,-0.7313915551595871,2,-1.4193762855089156,0.3424084622637701,-0.16820693,12.619198
Fine loamy,Surface-water Gley: Poorly drained mineral soil,0.9046382537128974,-0.5222608649237921,Well Drained,Well Drained,0,-1.4268991186366895,2.095361746287103,0,3.3394536697037775,-1.6681613971539915,1.7681808,-73.3056
Peat,Peat soils,-0.3958415321115495,0.16114189552686634,Peat,Peat,4,0.5569834276384158,-0.6041584678884505,2,-1.3223489790074197,0.6647992216968274,2.6964078,23.58168
Fine loamy,Surface-water Gley: Poorly drained mineral soil,0.11984655612013609,-0.28004216501722956,Poorly Drained,Poorly Drained,6,-0.3998887211373656,-3.119846556120136,1,-4.536963690078858,-0.2559302932428188,-58.867264,-16.980375
Coarse loamy,Brown Earth: Well drained mineral soils,-0.541089923775059,-0.7327604493663998,Poorly Drained,Poorly Drained,6,-0.1916705255913408,-2.458910076224941,1,-4.041061183472907,0.11844016767279675,-41.049946,7.9127283
Peat,Peat soils,0.7785311229662846,0.9973731213947605,Poorly Drained,Poorly Drained,6,0.21884199842847596,-3.7785311229662844,1,-5.026519388499931,0.1163902593955991,-81.14091,-16.830025
Peat,Lithosols: Stony mineral soils often overlying bedrock,-0.697597880683802,0.5187028334841728,Poorly Drained,Poorly Drained,6,1.216300714167975,-2.302402119316198,1,-3.9159745498641376,1.4328490535140346,-79.34111,41.68134
Fine loamy,Surface-water Gley: Poorly drained mineral soil,1.9697931259119683,-0.20506971028424595,Poorly Drained,Poorly Drained,6,-2.174862836196214,-4.969793125911968,3,-5.93170365720677,-2.3793404426857805,-69.187065,-55.932285
Peat,Peat soils,-0.3316620102137196,0.0515667693786595,Peat,Peat,4,0.3832287795923791,-0.6683379897862805,2,-1.3713684774616428,0.4899296485354675,0.42186525,17.351
Peat,Peat soils,-0.8968921855244315,0.3024361371390278,Peat,Peat,4,1.1993283226634592,-0.1031078144755685,2,-0.9436783413718632,1.3857086460610684,-0.14206246,41.283054
Peat,Peat soils,-1.129048747566321,0.4581481585075322,Well Drained,Well Drained,0,1.587196906073853,4.129048747566321,0,4.878712777272809,1.625010585254456,41.17242,72.42655
Fine loamy,Brown Earth: Well drained mineral soils,1.5520632553138123,0.8474282119287933,Well Drained,Well Drained,0,-0.704635043385019,1.4479367446861877,0,2.858909638279929,-1.1992577587192472,-4.652832,-60.87055
Coarse loamy,Brown Podzolic: Well drained acid mineral soil,0.5691032094049451,0.16690900742940354,Well Drained,Well Drained,0,-0.40219420197554157,2.430896790595055,0,3.596386604870327,-0.6490045522392883,14.547691,-44.622578
Fine loamy,Luvisol: Well drained mineral soils,-0.7167391416006986,-0.5049595292161805,Poorly Drained,Poorly Drained,6,0.21177961238451815,-2.2832608583993013,1,-3.9073088932834334,0.531993525819798,-42.115704,29.712957
Fine loamy,Brown Earth: Well drained mineral soils,0.09282359953157608,-0.22813815789439476,Well Drained,Well Drained,0,-0.32096175742597083,2.907176400468424,0,3.953352672089113,-0.4413092478974767,38.28087,-25.653296
All,River alluvium,-0.7944301417928085,-0.6577879946334163,AlluvMIN,AlluvMIN,2,0.13664214715939216,1.7944301417928084,0,1.796850782014474,0.3099902090745147,5.665382,71.82762
Loamy,"Rendzinas: Well drained shallow soils with high lime content, derived from limestone",0.5882444703218416,0.8185926524161072,Well Drained,Well Drained,0,0.23034818209426566,2.4117555296781585,0,3.5856242485495633,-0.08374021601474113,29.43889,-9.895593
Fine loamy,Brown Earth: Well drained mineral soils,1.8594493865086819,-0.13298081150253094,Well Drained,Well Drained,0,-1.992430198011213,1.1405506134913181,0,2.6215639895758143,-2.4478251500424677,-12.547665,-74.20335
Peat,Peat soils,-0.541089923775059,0.08616944079388271,Peat,Peat,4,0.6272593645689417,-0.45891007622494095,2,-1.2132305045566947,0.769190681051607,3.4301357,25.952478
Coarse loamy,Brown Earth: Well drained mineral soils,-0.1999250968444899,-0.7068084458049825,Well Drained,Well Drained,0,-0.5068833489604926,3.19992509684449,0,4.171435034632619,-0.5264281574003622,54.248997,-33.326134
Fine loamy,Brown Earth: Well drained mineral soils,-0.19091744464830326,-0.4617061899471514,Poorly Drained,Poorly Drained,6,-0.2707887452988481,-2.8090825553516967,1,-4.303620729746497,-0.05175949246282363,-51.91369,-1.8437612
Peat,Peat soils,-0.03215757469051355,3.237896095530463,Peat,Peat,4,3.270053670220977,-0.9678424253094865,2,-1.5792837495761531,3.0098388590121563,-22.844238,50.089203
Fine loamy,Luvisol: Well drained mineral soils,0.5477100354390018,-0.7644795648303545,Well Drained,Well Drained,0,-1.3121896002693563,2.452289964560998,0,3.6072706841012163,-1.4639455209012047,13.66364,-73.16146
Peat,Peat soils,1.5227883856762061,1.5337145283307203,Peat,Peat,4,0.010926142654514193,-2.522788385676206,2,-2.7615733654208316,-0.3692914973343939,-15.55511,-12.134393
Fine loamy,Brown Earth: Well drained mineral soils,0.8967565580412342,0.031381877719779294,Well Drained,Well Drained,0,-0.8653746803214549,2.1032434419587656,0,3.348518427887991,-1.1593418721875768,4.7661705,-61.195057
Peat,Peat soils,-0.6199068804916922,1.6865429937479561,Poorly Drained,Poorly Drained,6,2.3064498742396484,-2.3800931195083077,1,-3.9679836203827437,2.39443326246304,-91.20585,28.178503
Fine loamy,Brown Earth: Well drained mineral soils,0.09845338215419275,-0.963444925467888,Well Drained,Well Drained,0,-1.0618983076220807,2.901546617845807,0,3.9449622553511645,-1.1113550137511106,27.814386,-73.694756
Fine loamy,Brown Earth: Well drained mineral soils,0.1153427300220427,-0.22813815789439476,Well Drained,Well Drained,0,-0.3434808879164375,2.884657269977957,0,3.9363695612215146,-0.4679805648074924,37.804844,-25.985903
Loamy,Surface-water Gley: Poorly drained mineral soil,-0.6244107065897856,-0.4472884101908084,Poorly Drained,Poorly Drained,6,0.1771222963989772,-2.3755892934102145,1,-3.9766145781134457,0.47467076857705803,-43.75982,27.105574
